task1,task2,task3,task4,task5,forward_transfer,backward_transfer,forgetting,seed,output_dir,experiment_id,device,backbone,mnist_seed,return_index,data_root,tiny_imagenet_path,lr,batch_size,n_epochs,save_model,num_tasks,cifar100_num_tasks,optim_wd,optim_mom,optim_nesterov,buffer_size,minibatch_size,alpha,beta,op_weight,sm_weight,sim_lr,apply_gelu,num_feats,save_interim,warmup_epochs,use_lr_scheduler,lr_steps
98.9,96.35,96.0,96.53750000000001,96.71000000000001,6.787499999999996,-0.4750000000000014,0.5250000000000021,1,experiments/sarl_enhanced_gelu,sarl-enhanced-gelu-cifar10-500-param-gelu_v1_best-s-1,cuda,default,0,False,data,data,0.03,32,50,0,20,5,0.0,0.0,0,500,32,0.2,1.0,0.5,0.01,0.001,"[1, 1, 1, 1]",512,0,3,1,"[35, 45]"
