task1,task2,task3,task4,task5,forward_transfer,backward_transfer,forgetting,seed,output_dir,experiment_id,device,backbone,mnist_seed,return_index,data_root,tiny_imagenet_path,lr,batch_size,n_epochs,save_model,num_tasks,cifar100_num_tasks,optim_wd,optim_mom,optim_nesterov,buffer_size,minibatch_size,alpha,beta,op_weight,sm_weight,sim_lr,apply_gelu,num_feats,use_balanced_sampling,balance_weight,save_interim,warmup_epochs,use_lr_scheduler,lr_steps
98.65,84.125,76.78333333333333,74.8375,72.43,-12.5,-14.237500000000002,14.237500000000002,1,experiments/sarl_enhanced_gelu_balanced,sarl-enhanced-gelu-balanced-cifar10-200-param-gelu_balanced_v1_best-s-1,cuda,default,0,False,data,data,0.03,32,50,0,20,5,0.0,0.0,0,200,32,0.5,1.0,0.5,0.01,0.001,"[1, 1, 1, 1]",512,1,1.0,0,3,1,"[35, 45]"
