task1,task2,task3,task4,task5,forward_transfer,backward_transfer,forgetting,seed,output_dir,experiment_id,device,backbone,mnist_seed,return_index,data_root,tiny_imagenet_path,lr,batch_size,n_epochs,save_model,num_tasks,cifar100_num_tasks,optim_wd,optim_mom,optim_nesterov,buffer_size,minibatch_size,alpha,beta,op_weight,sm_weight,sim_lr,apply_gelu,num_feats,use_balanced_sampling,balance_weight,save_interim,warmup_epochs,use_lr_scheduler,lr_steps
98.7,95.375,95.11666666666667,95.9375,96.14,0.3374999999999986,-0.625,0.625,1,experiments/sarl_enhanced_gelu_balanced,sarl-enhanced-gelu-balanced-cifar10-500-param-gelu_balanced_v1_buf500_alpha0.2_beta1.0_op0.5_sm0.01_lr0.03_simlr0.001_bs64_mb32_ep50_warm5_gelu1-1-1-1_feat512_bw1.0-s-1,cuda,default,0,False,data,data,0.03,64,50,0,20,5,0.0,0.0,0,500,32,0.2,1.0,0.5,0.01,0.001,"[1, 1, 1, 1]",512,1,1.0,0,5,1,"[35, 45]"
