task1,task2,task3,task4,task5,forward_transfer,backward_transfer,forgetting,seed,output_dir,experiment_id,device,backbone,mnist_seed,return_index,data_root,tiny_imagenet_path,lr,batch_size,n_epochs,save_model,num_tasks,cifar100_num_tasks,optim_wd,optim_mom,optim_nesterov,buffer_size,minibatch_size,alpha,beta,op_weight,sm_weight,sim_lr,apply_kw,kw,kw_relu,kw_local,num_feats,save_interim,warmup_epochs,use_lr_scheduler,lr_steps
98.75,87.27499999999999,77.41666666666667,74.26249999999999,71.86,0.0,-15.424999999999997,15.424999999999997,1,experiments/sarl_enhanced,sarl-enhanced-cifar10-200-param-enhanced_v1-s-1,cuda,default,0,False,data,data,0.03,32,50,0,20,5,0.0,0.0,0,200,32,0.5,1.0,0.5,0.01,0.001,"[1, 1, 1, 1]","[0.9, 0.9, 0.9, 0.9]",1,1,512,0,5,1,"[35, 45]"
