task1,task2,task3,task4,task5,forward_transfer,backward_transfer,forgetting,seed,output_dir,experiment_id,device,backbone,mnist_seed,return_index,data_root,tiny_imagenet_path,lr,batch_size,n_epochs,save_model,num_tasks,cifar100_num_tasks,optim_wd,optim_mom,optim_nesterov,buffer_size,minibatch_size,alpha,beta,op_weight,sm_weight,sim_lr,apply_gelu,num_feats,save_interim,warmup_epochs,use_lr_scheduler,lr_steps
99.1,83.2,76.38333333333334,73.8375,72.45,0.0,-12.712499999999999,12.712499999999999,1,experiments/sarl_enhanced_gelu,sarl-enhanced-gelu-cifar10-200-param-gelu_v2_high_sm-s-1,cuda,default,0,False,data,data,0.03,32,50,0,20,5,0.0,0.0,0,200,32,0.5,1.0,0.5,0.05,0.001,"[1, 1, 1, 1]",512,0,3,1,"[35, 45]"
